,PNL,Max_Drawdown,slow_ma_period,fast_ma_period,takeprofit,stoploss,bt_pnl,bt_dd
568,85343.88,30713.58,266,1,1.23,1.36,4.3954497496943386e-10,110.2999999995595
153,100157.07,33861.36,290,1,1.23,1.32,4.199462045197005e-10,99.99999999958006
171,149675.46,50923.18,290,1,1.22,1.32,4.199462045197005e-10,99.99999999958006
129,66722.14,22917.83,260,1,1.23,1.33,4.1856435093236835e-10,99.99999999958143
155,105333.98,36406.76,260,1,1.22,1.33,4.1818487282635903e-10,99.99999999958182
559,74432.56,25886.67,260,1,1.21,1.33,4.178053947203444e-10,99.9999999995822
127,64399.07,22536.29,260,1,1.2,1.33,4.174259166143292e-10,99.99999999958257
185,186702.25,64128.78,259,1,1.23,1.33,3.8569867809715815e-10,99.9999999996143
204,292468.64,101086.42,259,1,1.22,1.33,3.853489966120332e-10,99.99999999961464
189,205067.91,71319.94,259,1,1.21,1.33,3.849993151269023e-10,99.999999999615
602,163339.47,57160.22,259,1,1.2,1.33,3.8464963364177175e-10,99.99999999961535
580,109175.7,39290.18,293,1,1.23,1.36,3.747939112880856e-10,99.9999999996252
133,72177.23,25183.65,261,1,1.23,1.34,3.6250702507936276e-10,99.9999999996375
564,80290.32,28361.49,261,1,1.21,1.34,3.6184971406380796e-10,99.99999999963815
550,60493.78,21499.85,261,1,1.2,1.34,3.6152105855602893e-10,99.99999999963848
138,79349.27,27255.01,290,1,1.23,1.33,3.446208878495564e-10,99.99999999965537
120,51973.83,18134.4,260,1,1.23,1.34,3.4214138041040366e-10,99.99999999965786
566,81817.27,28723.82,260,1,1.22,1.34,3.418311887690552e-10,99.99999999965817
124,57568.31,20335.24,260,1,1.21,1.34,3.415209971277029e-10,99.99999999965848
118,49927.19,17744.42,260,1,1.2,1.34,3.412108054863504e-10,99.99999999965878
597,145433.44,50743.77,259,1,1.23,1.34,3.15125897013199e-10,99.99999999968487
614,227172.52,79754.09,259,1,1.22,1.34,3.1484019810385133e-10,99.99999999968516
175,158605.49,56025.29,259,1,1.21,1.34,3.1455449919450005e-10,99.99999999968544
587,126633.52,45006.31,259,1,1.2,1.34,3.142688002851488e-10,99.99999999968573
553,64444.28,22837.77,261,1,1.23,1.35,2.962615056418206e-10,99.99999999970373
555,66618.88,23897.55,261,1,1.21,1.35,2.9572431342850886e-10,99.99999999970427
541,50301.28,18153.65,261,1,1.2,1.35,2.954557173218517e-10,99.99999999970454
545,51837.24,19230.76,266,1,1.23,1.38,2.951823347861141e-10,110.29999999970386
546,52188.84,19590.49,266,1,1.21,1.38,2.946470993649255e-10,110.09999999970486
115,46030.8,16312.4,260,1,1.23,1.35,2.795375436483389e-10,99.99999999972046
558,72188.99,25738.82,260,1,1.22,1.35,2.7928410979190565e-10,99.99999999972071
538,47380.23,16996.26,260,1,1.21,1.35,2.7903067593546964e-10,99.99999999972097
588,128803.62,45645.45,259,1,1.23,1.35,2.57342262682662e-10,99.99999999974266
589,130536.48,46826.1,259,1,1.21,1.35,2.568756402661939e-10,99.99999999974312
577,104447.15,37694.81,259,1,1.2,1.35,2.566423290579581e-10,99.99999999974335
627,269058.41,99158.52,284,1,1.09,1.32,2.500873322711942e-10,99.99999999974992
348,3002532.84,1021533.66,284,1,1.22,1.32,2.500873322711942e-10,99.99999999974992
324,2305230.94,794203.62,284,1,1.2,1.32,2.500873322711942e-10,99.99999999974992
342,2834094.33,970310.51,284,1,1.21,1.32,2.500873322711942e-10,99.99999999974992
311,2008893.61,679171.85,284,1,1.23,1.32,2.500873322711942e-10,99.99999999974992
542,50484.73,18168.46,261,1,1.23,1.36,2.420047285624517e-10,99.99999999975799
544,51816.49,18873.54,261,1,1.21,1.36,2.415659167246246e-10,99.99999999975843
108,39218.57,14370.66,261,1,1.2,1.36,2.4134651080570893e-10,99.99999999975866
105,35767.27,12871.94,260,1,1.23,1.36,2.2827822035838887e-10,99.99999999977172
123,55932.61,20250.77,260,1,1.22,1.36,2.2807125914319735e-10,99.99999999977193
206,307315.23,104556.01,283,1,1.22,1.32,2.232979772383042e-10,99.9999999997767
191,217793.39,74566.05,283,1,1.21,1.32,2.232979772383042e-10,99.9999999997767
187,194371.2,65713.51,283,1,1.23,1.32,2.232979772383042e-10,99.9999999997767
180,174178.73,60008.47,283,1,1.2,1.32,2.232979772383042e-10,99.9999999997767
747,1849203.13,647123.81,284,1,1.2,1.33,2.0449519870510426e-10,99.9999999997955
772,2418861.95,836035.26,284,1,1.22,1.33,2.0449519870510426e-10,99.9999999997955
766,2273445.15,790674.49,284,1,1.21,1.33,2.0449519870510426e-10,99.9999999997955
294,1619129.02,556140.99,284,1,1.23,1.33,2.0449519870510426e-10,99.9999999997955
530,31173.4,11915.29,266,1,1.23,1.4,1.9784648042427529e-10,110.2999999998012
109,39461.99,14419.99,261,1,1.23,1.37,1.9758815449461665e-10,99.99999999980241
111,40213.93,14870.72,261,1,1.21,1.37,1.972298804157511e-10,99.99999999980277
100,27729.91,10132.91,260,1,1.23,1.37,1.863276055699679e-10,99.99999999981367
196,241962.72,83629.98,283,1,1.22,1.33,1.8245470618866634e-10,99.99999999981755
603,170748.12,59383.96,283,1,1.21,1.33,1.8245470618866634e-10,99.99999999981755
592,136880.28,47900.9,283,1,1.2,1.33,1.8245470618866634e-10,99.99999999981755
173,153473.02,52715.16,283,1,1.23,1.33,1.8245470618866634e-10,99.99999999981755
537,43259.03,16534.73,293,1,1.23,1.4,1.7181996463745615e-10,99.99999999982818
97,24078.13,9339.92,266,1,1.23,1.41,1.6185468250106555e-10,110.29999999983718
102,30775.57,11417.23,261,1,1.23,1.38,1.612445206233941e-10,99.99999999983875
529,31137.79,11688.41,261,1,1.21,1.38,1.60952146152636e-10,99.99999999983905
532,34174.84,13256.44,293,1,1.23,1.41,1.4122577244459715e-10,99.99999999985877
107,37230.84,14020.66,261,1,1.23,1.39,1.315208464307397e-10,99.99999999986848
288,1481181.63,526420.81,284,1,1.2,1.34,1.1377160253324181e-10,99.99999999988623
940,1945766.7,683105.75,284,1,1.22,1.34,1.1377160253324181e-10,99.99999999988623
722,1303053.88,454653.77,284,1,1.23,1.34,1.1377160253324181e-10,99.99999999988623
746,1820992.59,643241.55,284,1,1.21,1.34,1.1377160253324181e-10,99.99999999988623
590,133648.42,47209.54,283,1,1.21,1.34,1.014342099545365e-10,99.99999999989856
584,120985.74,42213.62,283,1,1.23,1.34,1.014342099545365e-10,99.99999999989856
607,190200.8,66774.33,283,1,1.22,1.34,1.014342099545365e-10,99.99999999989856
899,1262927.37,455788.49,284,1,1.2,1.35,9.268463803831285e-11,99.99999999990732
718,1193021.6,422783.18,284,1,1.23,1.35,9.268463803831285e-11,99.99999999990732
734,1553043.1,557108.27,284,1,1.21,1.35,9.268463803831285e-11,99.99999999990732
578,108489.13,38446.39,283,1,1.23,1.35,8.257274402833284e-11,99.99999999991742
862,1687032.78,607129.78,284,1,1.23,1.36,7.547196051720214e-11,99.99999999992453
617,234528.23,84912.49,283,1,1.22,1.36,6.718815813083419e-11,99.99999999993281
600,153002.44,55729.32,283,1,1.21,1.36,6.718815813083419e-11,99.99999999993281
599,150235.21,54066.68,283,1,1.23,1.36,6.718815813083419e-11,99.99999999993281
942,1355957.65,495486.73,284,1,1.23,1.37,6.142800547883159e-11,99.99999999993857
874,1088115.62,403672.95,284,1,1.23,1.38,4.9974564031758987e-11,99.99999999995002
168,137093.3,46936.71,272,1,1.21,1.32,1.2297418877214507e-11,99.99999999998771
157,110024.25,37905.81,272,1,1.2,1.32,1.2297418877214507e-11,99.99999999998771
160,121501.06,41077.39,272,1,1.23,1.32,1.2297418877214507e-11,99.99999999998771
186,192770.5,65585.15,272,1,1.22,1.32,1.2297418877214507e-11,99.99999999998771
143,85816.24,30031.17,272,1,1.2,1.33,9.782031870255462e-12,99.99999999999022
572,95217.22,32705.36,272,1,1.23,1.33,9.782031870255462e-12,99.99999999999022
172,150639.98,52065.94,272,1,1.22,1.33,9.782031870255462e-12,99.99999999999022
156,106675.02,37100.18,272,1,1.21,1.33,9.782031870255462e-12,99.99999999999022
150,95381.91,32655.96,270,1,1.21,1.32,7.711732155620185e-12,99.99999999999228
136,76290.82,26283.89,270,1,1.2,1.32,7.711732155620185e-12,99.99999999999228
141,85104.47,28772.34,270,1,1.23,1.32,7.711732155620185e-12,99.99999999999228
166,134571.53,45784.46,270,1,1.22,1.32,7.711732155620185e-12,99.99999999999228
576,104445.12,36099.54,270,1,1.22,1.33,6.112270779484666e-12,99.99999999999389
134,73713.64,25636.64,270,1,1.21,1.33,6.112270779484666e-12,99.99999999999389
128,66240.42,22752.36,270,1,1.23,1.33,6.112270779484666e-12,99.99999999999389
144,88459.62,30285.97,269,1,1.21,1.32,5.643754060769086e-12,99.99999999999436
161,124984.1,42522.59,269,1,1.22,1.32,5.643754060769086e-12,99.99999999999436
137,79154.51,26760.76,269,1,1.23,1.32,5.643754060769086e-12,99.99999999999436
130,66792.34,23738.4,272,1,1.2,1.34,5.293840819750849e-12,99.9999999999947
560,74461.18,25980.55,272,1,1.23,1.34,5.293840819750849e-12,99.9999999999947
567,82829.1,29258.28,272,1,1.21,1.34,5.293840819750849e-12,99.9999999999947
583,117467.15,41239.52,272,1,1.22,1.34,5.293840819750849e-12,99.9999999999947
125,61480.15,21117.3,269,1,1.23,1.33,4.461713178192644e-12,99.99999999999554
152,96800.65,33457.37,269,1,1.22,1.33,4.461713178192644e-12,99.99999999999554
554,66199.55,23459.81,272,1,1.23,1.35,4.194719937534448e-12,99.99999999999581
547,55301.38,19958.18,272,1,1.2,1.35,4.194719937534448e-12,99.99999999999581
556,68431.8,24547.88,272,1,1.21,1.35,4.194719937534448e-12,99.99999999999581
543,51631.39,18581.12,272,1,1.23,1.36,3.322048880059761e-12,99.99999999999667
121,52992.18,19301.77,272,1,1.21,1.36,3.322048880059761e-12,99.99999999999667
565,80889.16,28397.98,270,1,1.22,1.34,3.2959233905811564e-12,99.9999999999967
119,51447.41,17950.72,270,1,1.23,1.34,3.2959233905811564e-12,99.9999999999967
165,131918.9,45449.01,268,1,1.2,1.32,2.8936655820375072e-12,99.9999999999971
177,165316.23,56599.41,268,1,1.21,1.32,2.8936655820375072e-12,99.9999999999971
194,233784.85,79539.21,268,1,1.22,1.32,2.8936655820375072e-12,99.9999999999971
170,148193.19,50101.53,268,1,1.23,1.32,2.8936655820375072e-12,99.9999999999971
536,40939.63,15139.08,272,1,1.21,1.37,2.6295336986739924e-12,99.99999999999737
110,40175.05,14680.55,272,1,1.23,1.37,2.6295336986739924e-12,99.99999999999737
114,45426.07,16098.1,270,1,1.23,1.35,2.602190486318365e-12,99.9999999999974
116,47649.89,16625.71,269,1,1.23,1.34,2.3996959022143326e-12,99.9999999999976
183,181827.34,62845.28,268,1,1.22,1.33,2.271815116072114e-12,99.99999999999773
581,115586.42,39701.81,268,1,1.23,1.33,2.271815116072114e-12,99.99999999999773
163,128028.06,44526.49,268,1,1.21,1.33,2.271815116072114e-12,99.99999999999773
103,31184.99,11569.12,272,1,1.23,1.38,2.0802706601939484e-12,99.99999999999793
540,48591.12,18133.12,272,1,1.22,1.38,2.0802706601939484e-12,99.99999999999793
104,35186.1,12662.78,270,1,1.23,1.36,2.0533792699166446e-12,99.99999999999795
112,41984.43,14878.45,269,1,1.23,1.35,1.8897107311643996e-12,99.99999999999811
98,24145.8,9766.19,272,1,1.23,1.39,1.6448565202179355e-12,99.99999999999835
148,93011.34,32044.49,267,1,1.2,1.32,1.4416241929710661e-12,99.99999999999856
176,165025.28,56145.56,267,1,1.22,1.32,1.4416241929710661e-12,99.99999999999856
154,104668.04,35386.44,267,1,1.23,1.32,1.4416241929710661e-12,99.99999999999856
582,116626.51,39929.49,267,1,1.21,1.32,1.4416241929710661e-12,99.99999999999856
562,79327.52,28193.47,268,1,1.2,1.34,1.2133822359956443e-12,99.99999999999879
595,141114.22,49541.36,268,1,1.22,1.34,1.2133822359956443e-12,99.99999999999879
570,89961.49,31388.83,268,1,1.23,1.34,1.2133822359956443e-12,99.99999999999879
557,71968.05,25185.03,267,1,1.2,1.33,1.1235261656534296e-12,99.99999999999888
139,81371.49,27949.61,267,1,1.23,1.33,1.1235261656534296e-12,99.99999999999888
162,127930.15,44216.71,267,1,1.22,1.33,1.1235261656534296e-12,99.99999999999888
145,90025.72,31309.77,267,1,1.21,1.33,1.1235261656534296e-12,99.99999999999888
563,79599.32,28208.42,268,1,1.23,1.35,9.488237581176352e-13,99.99999999999905
586,124390.07,44350.99,268,1,1.22,1.35,9.488237581176352e-13,99.99999999999905
552,62695.58,22836.12,268,1,1.21,1.36,7.415101191042141e-13,99.99999999999926
551,61785.69,22235.45,268,1,1.23,1.36,7.415101191042141e-13,99.99999999999926
132,69342.49,24494.32,267,1,1.21,1.34,5.956493396502522e-13,99.9999999999994
126,63124.71,22025.1,267,1,1.23,1.34,5.956493396502522e-13,99.9999999999994
574,98960.47,34742.33,267,1,1.22,1.34,5.956493396502522e-13,99.9999999999994
117,47845.63,17483.49,268,1,1.23,1.37,5.791494014989389e-13,99.99999999999942
539,48203.76,17825.28,268,1,1.21,1.37,5.791494014989389e-13,99.99999999999942
569,86946.4,31000.54,267,1,1.22,1.35,4.623143761428035e-13,99.99999999999953
548,56829.91,20386.05,267,1,1.21,1.35,4.623143761428035e-13,99.99999999999953
122,55670.74,19728.61,267,1,1.23,1.35,4.623143761428035e-13,99.99999999999953
549,57263.01,21369.27,268,1,1.22,1.38,4.520687702065449e-13,99.99999999999955
106,36960.28,13711.65,268,1,1.23,1.38,4.520687702065449e-13,99.99999999999955
113,43070.32,15500.16,267,1,1.23,1.36,3.585942935987919e-13,99.99999999999964
131,67074.8,24284.87,267,1,1.22,1.36,3.585942935987919e-13,99.99999999999964
954,5170718.24,3183079.24,319,1,1.03,1.56,8.711238999129345e-16,100.0
960,5216427.39,3211217.66,318,1,1.03,1.56,6.811143548638993e-16,100.0
974,4577726.15,2852990.3,318,1,1.03,1.57,1.937189631537301e-16,100.0
892,5294778.13,3259450.15,317,1,1.03,1.56,1.2286089605772196e-16,100.0
922,5332618.96,3282744.86,316,1,1.03,1.56,8.226274156440318e-17,100.0
970,4646483.6,2895842.21,317,1,1.03,1.57,3.156742330251686e-17,100.0
903,4679691.19,2916538.28,316,1,1.03,1.57,2.1073464774068337e-17,100.0
526,26950.0,10607.8,293,1,1.23,1.42,8.958841746651157e-52,100.0
26,7711.55,3517.37,266,1,1.06,1.46,5.627502599e-52,108.59999999999945
533,34756.04,13680.34,283,1,1.23,1.42,1.4912074165906841e-52,100.0
27,7888.68,3608.3,300,1,1.21,1.52,5.158047532836813e-56,100.0
441,6492.92,2969.87,299,1,1.21,1.52,4.419827769937286e-56,100.0
456,10597.47,4822.6,299,1,1.22,1.52,3.902862994143741e-56,100.0
32,8590.04,3889.11,300,1,1.23,1.52,3.667396557470369e-56,100.0
14,6333.12,2896.78,298,1,1.21,1.52,3.639462978877186e-56,100.0
18,7065.02,3198.66,299,1,1.23,1.52,3.1425187621652378e-56,100.0
13,6316.71,2889.27,297,1,1.21,1.52,2.9083676556803543e-56,100.0
17,6888.54,3118.76,298,1,1.23,1.52,2.5876756495173725e-56,100.0
16,6870.51,3110.6,297,1,1.23,1.52,2.067863365042338e-56,100.0
9,5499.08,2515.29,296,1,1.21,1.52,1.9351115033834412e-56,100.0
6,3997.73,1828.57,295,1,1.21,1.52,1.6522756060489322e-56,100.0
15,6523.61,2968.71,295,1,1.22,1.52,1.4590173315885533e-56,100.0
11,5981.19,2707.96,296,1,1.23,1.52,1.3758735685645555e-56,100.0
7,4348.22,1968.64,295,1,1.23,1.52,1.1747758877831616e-56,100.0
2,3572.48,1634.06,294,1,1.21,1.52,1.1721904059553812e-56,100.0
10,5820.59,2648.78,294,1,1.22,1.52,1.0350852557221986e-56,100.0
5,3873.59,1753.75,294,1,1.23,1.52,8.334330058288914e-57,100.0
432,2355.25,1785.06,293,1,1.21,1.52,7.710199614212253e-57,100.0
4,3839.14,1747.08,293,1,1.22,1.52,6.808376778038551e-57,100.0
1,2556.12,1539.38,293,1,1.23,1.52,5.481988939140307e-57,100.0
524,24643.68,10481.72,337,1,1.09,1.42,1.1577076480692406e-112,100.0
525,24803.66,10549.76,336,1,1.09,1.42,2.5941524282575036e-113,100.0
867,281278.83,112600.86,325,1,1.2,1.42,2.861911377803475e-115,100.0
884,282480.61,115715.92,331,1,1.21,1.44,2.582450309385831e-115,100.0
437,4021.47,2210.49,266,1,1.0,1.46,-7.019596674202414e-111,107.99999999999943
440,5272.07,2858.14,293,1,1.03,1.46,-1.0343407416122072e-110,100.0
0,2221.46,1209.89,293,1,1.02,1.46,-1.4161237900122723e-110,100.0
434,3396.5,1849.86,260,1,1.02,1.46,-1.445869775464683e-110,100.0
439,4297.37,2340.51,261,1,1.02,1.46,-1.5372108438035116e-110,100.0
433,3319.5,1807.92,294,1,1.02,1.46,-2.1121044475781072e-110,100.0
8,4548.48,2465.86,266,1,1.03,1.46,-2.1288509867472923e-110,108.29999999999944
436,3882.4,2114.5,295,1,1.02,1.46,-2.9329895678194e-110,100.0
514,21795.83,9084.82,268,1,1.23,1.46,-1.288020982416114e-55,100.0
87,19127.06,7972.43,272,1,1.23,1.46,-6.614662885339769e-55,100.0
96,22382.79,9068.14,267,1,1.23,1.44,-7.778866454970029e-55,100.0
527,28204.03,11590.68,268,1,1.23,1.45,-9.395813783826272e-55,100.0
517,22154.74,9679.49,261,1,1.22,1.49,-2.2743614380773753e-54,100.0
99,24627.69,10120.95,272,1,1.23,1.45,-4.758331791166416e-54,100.0
521,23768.16,9875.19,272,1,1.21,1.45,-6.356267988591919e-54,100.0
528,28647.63,11606.27,272,1,1.23,1.44,-8.549975328815553e-54,100.0
101,27849.35,11408.26,272,1,1.21,1.44,-1.1438553639973511e-53,100.0
531,32867.14,12936.85,259,1,1.23,1.42,-7.2929440834777085e-53,100.0
486,15481.13,6914.82,320,1,1.23,1.51,-1.920727667838133e-11,100.00000000001921
518,22277.88,9682.14,321,1,1.23,1.49,-1.936476899957418e-11,100.00000000001937
94,20541.12,8927.33,322,1,1.23,1.49,-2.408014250488029e-11,100.00000000002407
460,11279.35,5116.58,321,1,1.2,1.51,-4.617851380872877e-11,100.00000000004619
509,19318.59,8484.83,322,1,1.21,1.49,-4.847228350118594e-11,100.00000000004847
489,15800.9,6976.29,323,1,1.2,1.49,-5.3058990649168935e-11,100.00000000005306
455,10424.53,4728.81,322,1,1.2,1.51,-5.75921201874853e-11,100.0000000000576
80,17145.19,7451.43,326,1,1.23,1.49,-6.452296290382633e-11,100.00000000006452
82,17519.48,7719.35,321,1,1.23,1.5,-6.737633755725085e-11,100.00000000006737
90,19824.39,8497.5,323,1,1.23,1.48,-6.894128250915841e-11,100.00000000006894
42,9655.92,4380.15,323,1,1.2,1.51,-7.115672706856642e-11,100.00000000007115
89,19372.81,8437.14,321,1,1.2,1.48,-7.378256353955778e-11,100.00000000007378
65,14690.62,6486.09,324,1,1.2,1.49,-7.880889387711093e-11,100.00000000007881
457,10872.55,4906.75,323,1,1.21,1.51,-7.977326158265158e-11,100.00000000007978
74,16153.69,7117.56,322,1,1.23,1.5,-8.390577528923079e-11,100.0000000000839
494,16625.77,7302.12,324,1,1.21,1.49,-8.870572222253972e-11,100.0000000000887
515,22009.64,9534.95,321,1,1.21,1.48,-9.09078652066166e-11,100.0000000000909
501,17904.63,7797.72,322,1,1.2,1.48,-9.161438802468318e-11,100.00000000009162
492,16227.12,7262.42,320,1,1.2,1.5,-9.187001862487665e-11,100.00000000009187
461,11610.79,5126.31,325,1,1.2,1.49,-9.382681367372817e-11,100.00000000009382
91,20114.9,8622.03,324,1,1.23,1.48,-1.0195867826960608e-10,100.00000000010196
448,8977.43,4072.37,324,1,1.2,1.51,-1.0661050240970707e-10,100.00000000010661
76,16584.5,7222.79,323,1,1.2,1.48,-1.127200994447097e-10,100.00000000011272
93,20325.66,8805.42,322,1,1.21,1.48,-1.1287854525506343e-10,100.00000000011288
61,14274.61,6302.42,326,1,1.2,1.49,-1.1539110300291587e-10,100.00000000011539
452,10109.61,4562.44,324,1,1.21,1.51,-1.1952021750512028e-10,100.00000000011951
19,7079.29,3211.33,325,1,1.2,1.51,-1.272110617494084e-10,100.00000000012722
73,16151.97,7094.03,326,1,1.21,1.49,-1.2988192862965608e-10,100.00000000012989
511,20061.92,8719.07,333,1,1.23,1.49,-1.356054937918298e-10,100.0000000001356
493,16330.84,7271.01,321,1,1.21,1.5,-1.3667146887730665e-10,100.00000000013667
516,22144.41,9542.58,325,1,1.22,1.48,-1.4140261755778973e-10,100.0000000001414
35,8723.21,3957.05,326,1,1.2,1.51,-1.5688025570911912e-10,100.00000000015687
70,15419.16,6715.27,324,1,1.2,1.48,-1.6670406954315661e-10,100.00000000016671
484,15081.35,6714.7,322,1,1.21,1.5,-1.7020108203899188e-10,100.0000000001702
451,9821.51,4432.42,326,1,1.21,1.51,-1.7587725281093422e-10,100.00000000017587
464,12200.38,5313.44,325,1,1.2,1.48,-1.9824953565688194e-10,100.00000000019826
81,17492.46,7578.03,324,1,1.21,1.48,-2.0539691705478586e-10,100.0000000002054
478,13958.65,6214.84,323,1,1.21,1.5,-2.0999516599505564e-10,100.00000000021
495,16626.69,7340.89,333,1,1.2,1.49,-2.3881685465745123e-10,100.00000000023881
483,14982.52,6525.1,326,1,1.2,1.48,-2.4347801097574044e-10,100.00000000024347
56,13832.85,5992.63,325,1,1.21,1.48,-2.442642434768176e-10,100.00000000024427
513,20372.45,9023.38,326,1,1.22,1.5,-2.6547258017610637e-10,100.00000000026547
79,16993.96,7362.08,326,1,1.21,1.48,-2.999904739104239e-10,100.00000000029999
95,20951.32,8980.55,333,1,1.23,1.48,-3.138559411005693e-10,100.00000000031386
453,10160.56,4609.07,333,1,1.2,1.51,-3.2253174103714745e-10,100.00000000032253
36,9076.39,4062.12,325,1,1.2,1.5,-3.3308569002266606e-10,100.00000000033309
45,10240.58,4559.43,325,1,1.21,1.5,-3.733733266663341e-10,100.00000000037338
85,18198.67,7909.28,331,1,1.23,1.49,-3.8245005638277497e-10,100.00000000038246
54,11171.39,4999.74,326,1,1.2,1.5,-4.102040517520595e-10,100.00000000041021
508,19303.81,8389.59,332,1,1.23,1.49,-4.435283447364381e-10,100.00000000044353
488,15776.84,6951.51,333,1,1.23,1.5,-4.749075703000836e-10,100.00000000047491
499,17451.24,7600.27,333,1,1.2,1.48,-5.053380800074566e-10,100.00000000050534
510,19824.37,8588.26,333,1,1.21,1.48,-6.258288461793734e-10,100.00000000062583
476,13881.28,6096.73,327,1,1.21,1.49,-6.318366374975013e-10,100.00000000063184
68,15095.31,6664.77,331,1,1.2,1.49,-6.758446761782675e-10,100.00000000067584
479,14023.65,6296.29,328,1,1.22,1.51,-7.236725077357561e-10,100.00000000072367
498,17101.86,7511.23,331,1,1.21,1.49,-7.637579540997668e-10,100.00000000076376
22,7472.19,3389.56,327,1,1.2,1.51,-7.698487343179952e-10,100.00000000076984
490,16012.0,7069.49,332,1,1.2,1.49,-7.837788634662213e-10,100.00000000078379
468,12583.11,5555.6,328,1,1.2,1.49,-8.005674786190097e-10,100.00000000080057
29,8416.91,3798.53,327,1,1.21,1.51,-8.665212745984333e-10,100.00000000086652
506,19010.51,8148.64,331,1,1.23,1.48,-8.700860486062493e-10,100.00000000087009
504,18140.4,7967.36,332,1,1.21,1.49,-8.857321250388765e-10,100.00000000088573
59,14236.0,6252.53,328,1,1.21,1.49,-9.047045884068985e-10,100.0000000009047
449,9219.84,4182.34,331,1,1.2,1.51,-9.457146435581764e-10,100.00000000094572
92,20159.6,8641.19,332,1,1.23,1.48,-1.0081174961837376e-09,100.00000000100812
480,14025.93,6297.31,329,1,1.22,1.51,-1.0373299710960834e-09,100.00000000103734
454,10393.59,4690.6,331,1,1.21,1.51,-1.0644712679412422e-09,100.00000000106448
25,7677.54,3482.71,328,1,1.2,1.51,-1.108317954417568e-09,100.00000000110832
467,12576.35,5552.61,329,1,1.2,1.49,-1.1414338774384419e-09,100.00000000114143
469,12888.42,5613.09,327,1,1.2,1.48,-1.1722966355046461e-09,100.0000000011723
522,24002.61,10343.33,328,1,1.22,1.48,-1.2035721302402077e-09,100.00000000120357
505,18497.92,8039.34,334,1,1.23,1.49,-1.2274101330874102e-09,100.0000000012274
458,11030.61,4978.08,332,1,1.21,1.51,-1.2367362618550424e-09,100.00000000123674
34,8642.97,3900.55,328,1,1.21,1.51,-1.2474932330349756e-09,100.0000000012475
60,14237.0,6252.97,329,1,1.21,1.49,-1.2899105870038448e-09,100.0000000012899
500,17491.85,7747.5,327,1,1.22,1.5,-1.304840587237793e-09,100.00000000130484
62,14307.77,6304.22,331,1,1.23,1.5,-1.3631017307898136e-09,100.0000000013631
71,15848.12,6902.09,331,1,1.2,1.48,-1.4057184827783438e-09,100.00000000140572
63,14625.55,6336.04,327,1,1.21,1.48,-1.4501658788431722e-09,100.00000000145016
69,15180.65,6688.83,332,1,1.23,1.5,-1.58224228762605e-09,100.00000000158224
24,7669.47,3479.05,329,1,1.2,1.51,-1.588690214608846e-09,100.00000000158869
477,13935.72,6120.64,330,1,1.21,1.49,-1.609973273844062e-09,100.00000000160998
78,16806.07,7319.29,332,1,1.2,1.48,-1.6287232733678845e-09,100.00000000162872
77,16714.63,7264.31,335,1,1.23,1.49,-1.6584158207393546e-09,100.00000000165842
472,13217.43,5756.38,328,1,1.2,1.48,-1.6740398633469762e-09,100.00000000167404
523,24025.05,10353.0,329,1,1.22,1.48,-1.7114671097210086e-09,100.00000000171147
84,17998.15,7797.1,331,1,1.21,1.48,-1.7389156611430593e-09,100.00000000173891
33,8639.13,3898.81,329,1,1.21,1.51,-1.7881874819531518e-09,100.0000000017882
502,17939.33,7945.7,328,1,1.22,1.5,-1.873425107304766e-09,100.00000000187343
23,7513.82,3408.44,330,1,1.2,1.51,-1.988846037317054e-09,100.00000000198885
40,9582.84,4288.79,327,1,1.2,1.5,-2.000214977257288e-09,100.00000000200022
507,19086.05,8268.4,332,1,1.21,1.48,-2.0147792338405152e-09,100.00000000201477
66,14989.8,6493.84,328,1,1.21,1.48,-2.070837206321949e-09,100.00000000207083
485,15366.62,6784.55,334,1,1.2,1.49,-2.1616102649100852e-09,100.00000000216161
30,8460.33,3818.12,330,1,1.21,1.51,-2.238592240802674e-09,100.0000000022386
49,10821.31,4817.99,327,1,1.21,1.5,-2.2511085323672577e-09,100.00000000225111
471,13213.72,5754.77,329,1,1.2,1.48,-2.3804673558770315e-09,100.00000000238046
88,19317.99,8280.44,334,1,1.23,1.48,-2.641730586145701e-09,100.00000000264173
503,17946.87,7949.04,329,1,1.22,1.5,-2.678234606582897e-09,100.00000000267823
44,9839.93,4403.85,328,1,1.2,1.5,-2.8718090125732093e-09,100.00000000287181
67,14994.7,6495.96,329,1,1.21,1.48,-2.944709069907758e-09,100.0000000029447
470,12936.33,5633.96,330,1,1.2,1.48,-2.9666841424190775e-09,100.00000000296669
481,14161.57,6305.18,332,1,1.21,1.5,-3.184124494401295e-09,100.00000000318413
53,11104.88,4944.25,328,1,1.21,1.5,-3.2320294793499082e-09,100.00000000323203
487,15752.34,6918.51,335,1,1.21,1.49,-3.3043295811848143e-09,100.00000000330434
83,17564.05,7779.48,330,1,1.22,1.5,-3.347793258228653e-09,100.0000000033478
462,11832.16,5224.04,336,1,1.2,1.49,-3.3638477400519238e-09,100.00000000336385
39,9390.54,4259.77,334,1,1.2,1.51,-3.4350979012093327e-09,100.0000000034351
64,14673.9,6356.98,330,1,1.21,1.48,-3.6698767072629704e-09,100.00000000366988
473,13367.11,5870.91,336,1,1.21,1.49,-3.80573519284172e-09,100.00000000380574
