,PNL,Max_Drawdown,slow_ma_period,fast_ma_period,takeprofit,stoploss,bt_pnl,bt_dd
48,10580.71,4775.04,334,1,1.21,1.51,-3.87084994649111e-09,100.00000000387085
43,9832.12,4400.35,329,1,1.2,1.5,-4.10551681568716e-09,100.00000000410552
72,16128.69,7024.28,334,1,1.2,1.48,-4.253438879055944e-09,100.00000000425344
889,167978.21,70015.73,332,1,1.23,1.46,-4.467877957386305e-09,100.00000000446788
52,11102.81,4943.32,329,1,1.21,1.5,-4.6204853171549155e-09,100.00000000462049
31,8509.0,3859.88,335,1,1.2,1.51,-4.661615575200302e-09,100.00000000466162
519,22487.64,9690.49,336,1,1.22,1.48,-4.755267766098391e-09,100.00000000475526
41,9630.29,4310.02,330,1,1.2,1.5,-5.131896019608998e-09,100.0000000051319
450,9578.51,4322.75,335,1,1.21,1.51,-5.252954913882837e-09,100.00000000525296
86,18307.59,7931.16,334,1,1.21,1.48,-5.2676116273184444e-09,100.00000000526761
20,7230.63,3279.98,336,1,1.2,1.51,-5.378270060802229e-09,100.00000000537827
482,14614.61,6364.88,335,1,1.2,1.48,-5.734561396559294e-09,100.00000000573456
50,10870.43,4839.86,330,1,1.21,1.5,-5.775606646443681e-09,100.0000000057756
28,8128.12,3668.2,336,1,1.21,1.51,-6.060519081491651e-09,100.00000000606052
465,12418.94,5408.63,336,1,1.2,1.48,-6.599034978779422e-09,100.00000000659904
75,16573.5,7179.93,335,1,1.21,1.48,-7.101887002262879e-09,100.00000000710189
57,14063.94,6092.74,336,1,1.21,1.48,-8.172482166010393e-09,100.00000000817248
496,16833.28,7455.81,336,1,1.22,1.5,-8.45318771954994e-09,100.00000000845318
475,13583.97,6048.01,334,1,1.21,1.5,-9.33221298156554e-09,100.00000000933221
51,10897.07,4876.97,335,1,1.2,1.5,-1.1215560839210035e-08,100.00000001121556
37,9259.92,4144.26,336,1,1.2,1.5,-1.2928600391020127e-08,100.0000000129286
46,10435.24,4646.1,336,1,1.21,1.5,-1.4566816811186372e-08,100.00000001456682
463,11895.42,5251.98,337,1,1.2,1.49,-4.3056028290982685e-08,100.00000004305603
474,13428.37,5897.81,337,1,1.21,1.49,-4.875764748930437e-08,100.00000004875764
21,7269.29,3297.52,337,1,1.2,1.51,-5.874271614532397e-08,100.00000005874271
520,22573.54,9727.51,337,1,1.22,1.48,-5.9217399036916354e-08,100.0000000592174
466,12485.34,5437.55,337,1,1.2,1.48,-8.202441444807336e-08,100.00000008202441
58,14128.39,6120.66,337,1,1.21,1.48,-1.0167711869429735e-07,100.00000010167712
497,16897.58,7484.29,337,1,1.22,1.5,-1.1159129250995487e-07,100.00000011159129
38,9309.43,4166.42,337,1,1.2,1.5,-1.7035295186462092e-07,100.00000017035295
438,4198.89,2308.01,378,1,1.0,1.46,-1.8615640585532927e-07,100.00000018615641
47,10483.06,4667.39,337,1,1.21,1.5,-1.9211857241746605e-07,100.00000019211858
534,34910.91,14757.11,340,1,1.23,1.47,-3.7733988543656054e-07,100.00000037733989
435,3804.6,2072.13,378,1,1.02,1.46,-8.757086847491033e-07,100.00000087570868
12,6166.94,2806.39,379,1,1.22,1.52,-1.9465232921323677e-06,100.0000019465233
491,16080.77,7099.86,378,1,1.2,1.49,-9.224628669741453e-05,100.0000922462867
512,20112.3,8833.43,378,1,1.21,1.49,-0.00010439248110993371,100.0001043924811
459,11224.18,5091.55,378,1,1.2,1.51,-0.0001518090654094063,100.00015180906541
