PNL,Max_Drawdown,slow_ma_period,fast_ma_period,atr_period,takeprofit,stoploss
25204774.15,0.0, 614, 3, 690, 41.07, 9.7
25202930.32,0.0, 606, 1, 700, 41.4, 9.75
25199160.5,0.0, 612, 3, 692, 41.16, 9.74
25199058.89,0.0, 610, 1, 696, 41.37, 9.74
25199058.89,0.0, 609, 2, 696, 41.37, 9.74
25198128.74,0.0, 608, 1, 698, 41.37, 9.74
25194746.77,0.0, 609, 2, 696, 41.42, 9.76
25194746.77,0.0, 610, 1, 696, 41.42, 9.76
25193886.18,0.0, 608, 1, 698, 41.42, 9.76
25191205.03,0.0, 606, 1, 700, 41.37, 9.74
25189448.13,0.0, 614, 3, 690, 41.09, 9.71
25187320.84,0.0, 609, 2, 696, 41.34, 9.73
25187320.84,0.0, 610, 1, 696, 41.34, 9.73
25187045.85,0.0, 606, 1, 700, 41.42, 9.76
25187027.99,0.0, 612, 3, 692, 41.13, 9.73
25186357.1,0.0, 608, 1, 698, 41.34, 9.73
25183173.18,0.0, 610, 1, 696, 41.39, 9.75
25182585.15,0.0, 604, 1, 702, 41.38, 9.74
25182278.85,0.0, 608, 1, 698, 41.39, 9.75
25179396.6,0.0, 606, 1, 700, 41.34, 9.73
25179311.59,0.0, 614, 1, 692, 41.3, 9.7
25171524.43,0.0, 612, 3, 692, 41.15, 9.74
25170554.11,0.0, 603, 1, 703, 41.48, 9.78
25166852.38,0.0, 604, 1, 702, 41.4, 9.75
25166099.21,0.0, 614, 1, 692, 41.48, 9.77
25163133.17,0.0, 603, 1, 703, 41.4, 9.75
25162513.92,0.0, 612, 3, 692, 41.07, 9.71
25159390.06,0.0, 612, 3, 692, 41.12, 9.73
25158863.4,0.0, 614, 1, 692, 41.4, 9.74
25155073.91,0.0, 604, 1, 702, 41.37, 9.74
25151336.23,0.0, 603, 1, 703, 41.37, 9.74
25151066.12,0.0, 604, 1, 702, 41.42, 9.76
25147370.47,0.0, 603, 1, 703, 41.42, 9.76
25147172.7,0.0, 612, 3, 692, 41.09, 9.72
25147130.49,0.0, 614, 1, 692, 41.37, 9.73
25143212.62,0.0, 604, 1, 702, 41.34, 9.73
25143044.35,0.0, 614, 1, 692, 41.42, 9.75
25139969.87,0.0, 606, 1, 700, 41.3, 9.72
25139745.96,0.0, 609, 2, 696, 41.4, 9.76
25139745.96,0.0, 610, 1, 696, 41.4, 9.76
25139456.54,0.0, 603, 1, 703, 41.34, 9.73
25138889.59,0.0, 608, 1, 698, 41.4, 9.76
25136045.96,0.0, 609, 2, 696, 41.27, 9.71
25136045.96,0.0, 610, 1, 696, 41.27, 9.71
25135654.17,0.0, 603, 1, 703, 41.39, 9.75
