PNL,Max_Drawdown,slow_ma_period,fast_ma_period,atr_period,takeprofit,stoploss
26339561.58,0.0, 606, 3, 698, 41.27, 9.77
26334119.66,0.0, 612, 5, 690, 41.25, 9.76
26328808.64,0.0, 612, 5, 690, 41.12, 9.71
26326222.89,0.0, 610, 5, 692, 41.16, 9.73
26326222.89,0.0, 609, 6, 692, 41.16, 9.73
26320815.69,0.0, 612, 3, 692, 41.46, 9.7
26317644.56,0.0, 612, 5, 690, 41.27, 9.77
26315937.86,0.0, 612, 5, 690, 41.09, 9.7
26313502.45,0.0, 609, 6, 692, 41.13, 9.72
26313502.45,0.0, 610, 5, 692, 41.13, 9.72
26305936.44,0.0, 606, 3, 698, 41.13, 9.72
26304384.31,0.0, 612, 3, 692, 41.48, 9.71
26297350.77,0.0, 610, 5, 692, 41.15, 9.73
26297350.77,0.0, 609, 6, 692, 41.15, 9.73
26290371.68,0.0, 606, 3, 698, 41.12, 9.72
26289733.21,0.0, 606, 3, 698, 41.15, 9.73
26289723.21,0.0, 610, 5, 692, 41.25, 9.77
26289723.21,0.0, 609, 6, 692, 41.25, 9.77
26287801.71,0.0, 610, 5, 692, 41.07, 9.7
26287801.71,0.0, 609, 6, 692, 41.07, 9.7
26284628.43,0.0, 609, 6, 692, 41.12, 9.72
26284628.43,0.0, 610, 5, 692, 41.12, 9.72
26283835.62,0.0, 612, 5, 690, 41.13, 9.72
26281906.52,0.0, 606, 3, 698, 41.25, 9.77
26277585.62,0.0, 606, 3, 698, 41.09, 9.71
26274597.0,0.0, 614, 3, 690, 41.48, 9.71
26271819.5,0.0, 610, 5, 692, 41.09, 9.71
26271819.5,0.0, 609, 6, 692, 41.09, 9.71
26267699.77,0.0, 612, 5, 690, 41.15, 9.73
26260066.3,0.0, 612, 5, 690, 41.25, 9.77
26258173.51,0.0, 612, 5, 690, 41.07, 9.7
26254996.61,0.0, 612, 5, 690, 41.12, 9.72
26242206.96,0.0, 612, 5, 690, 41.09, 9.71
26239685.67,0.0, 610, 5, 692, 41.13, 9.73
26239685.67,0.0, 609, 6, 692, 41.13, 9.73
26232060.81,0.0, 606, 3, 698, 41.13, 9.73
26230619.65,0.0, 612, 3, 692, 41.48, 9.72
26223534.16,0.0, 610, 5, 692, 41.15, 9.74
26223534.16,0.0, 609, 6, 692, 41.15, 9.74
26222725.08,0.0, 612, 5, 690, 41.16, 9.74
26219876.49,0.0, 606, 3, 698, 41.07, 9.71
26216558.15,0.0, 606, 3, 698, 41.12, 9.73
26215857.92,0.0, 606, 3, 698, 41.15, 9.74
26214147.07,0.0, 609, 6, 692, 41.07, 9.71
26214147.07,0.0, 610, 5, 692, 41.07, 9.71
26210892.65,0.0, 609, 6, 692, 41.12, 9.73
26210892.65,0.0, 610, 5, 692, 41.12, 9.73
26210104.6,0.0, 612, 5, 690, 41.13, 9.73
26206137.98,0.0, 612, 3, 692, 41.42, 9.7
26203853.05,0.0, 606, 3, 698, 41.09, 9.72
26198164.68,0.0, 609, 6, 692, 41.09, 9.72
26198164.68,0.0, 610, 5, 692, 41.09, 9.72
26193968.92,0.0, 612, 5, 690, 41.15, 9.74
26185562.3,0.0, 612, 3, 692, 41.49, 9.73
26184604.44,0.0, 612, 5, 690, 41.07, 9.71
26181346.49,0.0, 612, 5, 690, 41.12, 9.73
26178589.88,0.0, 610, 5, 692, 41.16, 9.75
26176473.97,0.0, 614, 3, 690, 41.42, 9.7
26170858.79,0.0, 606, 3, 698, 41.16, 9.75
26168637.71,0.0, 612, 5, 690, 41.09, 9.72
26166030.93,0.0, 609, 6, 692, 41.13, 9.74
26166030.93,0.0, 610, 5, 692, 41.13, 9.74
26162354.15,0.0, 610, 5, 692, 41.18, 9.76
26158347.58,0.0, 606, 3, 698, 41.13, 9.74
26157016.87,0.0, 612, 3, 692, 41.48, 9.73
26155912.09,0.0, 614, 3, 690, 41.49, 9.73
26149879.67,0.0, 609, 6, 692, 41.15, 9.75
26149879.67,0.0, 610, 5, 692, 41.15, 9.75
26149075.37,0.0, 612, 5, 690, 41.16, 9.75
26148955.4,0.0, 612, 3, 692, 41.4, 9.7
26146305.84,0.0, 606, 3, 698, 41.07, 9.72
26143678.08,0.0, 610, 5, 692, 41.02, 9.7
26143678.08,0.0, 609, 6, 692, 41.02, 9.7
26142906.82,0.0, 606, 3, 698, 41.12, 9.74
26142145.11,0.0, 606, 3, 698, 41.15, 9.75
26140653.94,0.0, 609, 6, 692, 41.07, 9.72
26140653.94,0.0, 610, 5, 692, 41.07, 9.72
26137318.72,0.0, 610, 5, 692, 41.12, 9.74
26137318.72,0.0, 609, 6, 692, 41.12, 9.74
26136535.41,0.0, 612, 5, 690, 41.13, 9.74
26132693.68,0.0, 612, 3, 692, 41.42, 9.71
26130282.42,0.0, 606, 3, 698, 41.09, 9.73
26124671.46,0.0, 610, 5, 692, 41.09, 9.73
26124671.46,0.0, 609, 6, 692, 41.09, 9.73
26120403.12,0.0, 612, 3, 692, 41.39, 9.7
26120399.98,0.0, 612, 5, 690, 41.15, 9.75
26119360.98,0.0, 614, 3, 690, 41.4, 9.7
26114224.6,0.0, 612, 5, 690, 41.02, 9.7
26111196.68,0.0, 612, 5, 690, 41.07, 9.72
26107858.03,0.0, 612, 5, 690, 41.12, 9.74
26105016.55,0.0, 610, 5, 692, 41.16, 9.76
26103115.31,0.0, 614, 3, 690, 41.42, 9.71
26097227.41,0.0, 606, 3, 698, 41.16, 9.76
26095229.85,0.0, 612, 5, 690, 41.09, 9.73
26092537.95,0.0, 609, 6, 692, 41.13, 9.75
26092537.95,0.0, 610, 5, 692, 41.13, 9.75
26084796.48,0.0, 606, 3, 698, 41.13, 9.75
26083575.7,0.0, 612, 3, 692, 41.48, 9.74
26082515.59,0.0, 612, 5, 690, 41.06, 9.72
26076387.03,0.0, 609, 6, 692, 41.15, 9.76
26076387.03,0.0, 610, 5, 692, 41.15, 9.76
26076065.43,0.0, 606, 3, 698, 41.02, 9.71
26075671.36,0.0, 612, 3, 692, 41.4, 9.71
26075587.47,0.0, 612, 5, 690, 41.16, 9.76
26072896.79,0.0, 606, 3, 698, 41.07, 9.73
26070427.25,0.0, 609, 6, 692, 41.02, 9.71
26070427.25,0.0, 610, 5, 692, 41.02, 9.71
26069417.44,0.0, 606, 3, 698, 41.12, 9.75
26068594.51,0.0, 606, 3, 698, 41.15, 9.76
26067322.05,0.0, 609, 6, 692, 41.07, 9.73
26067322.05,0.0, 610, 5, 692, 41.07, 9.73
26063906.39,0.0, 609, 6, 692, 41.12, 9.75
26063906.39,0.0, 610, 5, 692, 41.12, 9.75
26063376.47,0.0, 612, 3, 692, 41.37, 9.7
26063127.78,0.0, 612, 5, 690, 41.13, 9.75
26059410.48,0.0, 612, 3, 692, 41.42, 9.72
26056873.48,0.0, 606, 3, 698, 41.09, 9.74
26054045.84,0.0, 614, 3, 690, 41.48, 9.74
26051339.56,0.0, 610, 5, 692, 41.09, 9.74
26051339.56,0.0, 609, 6, 692, 41.09, 9.74
26047199.1,0.0, 612, 3, 692, 41.39, 9.71
26046992.67,0.0, 612, 5, 690, 41.15, 9.76
26046162.37,0.0, 614, 3, 690, 41.4, 9.71
26041058.84,0.0, 612, 5, 690, 41.02, 9.71
26037949.96,0.0, 612, 5, 690, 41.07, 9.73
26034530.94,0.0, 612, 5, 690, 41.12, 9.75
26031604.97,0.0, 610, 5, 692, 41.16, 9.77
26031604.97,0.0, 609, 6, 692, 41.16, 9.77
26029917.54,0.0, 614, 3, 690, 41.42, 9.72
26023758.13,0.0, 606, 3, 698, 41.16, 9.77
26021983.1,0.0, 612, 5, 690, 41.09, 9.74
26019206.46,0.0, 610, 5, 692, 41.13, 9.76
26019206.46,0.0, 609, 6, 692, 41.13, 9.76
26017724.75,0.0, 614, 3, 690, 41.39, 9.71
26011407.23,0.0, 606, 3, 698, 41.13, 9.76
26010295.88,0.0, 612, 3, 692, 41.48, 9.75
26003055.96,0.0, 609, 6, 692, 41.15, 9.77
26003055.96,0.0, 610, 5, 692, 41.15, 9.77
26002898.3,0.0, 606, 3, 698, 41.02, 9.72
26002548.07,0.0, 612, 3, 692, 41.4, 9.72
26002261.12,0.0, 612, 5, 690, 41.16, 9.77
25999649.06,0.0, 606, 3, 698, 41.07, 9.74
25997337.05,0.0, 609, 6, 692, 41.02, 9.72
25997337.05,0.0, 610, 5, 692, 41.02, 9.72
25996089.73,0.0, 606, 3, 698, 41.12, 9.76
25995205.85,0.0, 606, 3, 698, 41.15, 9.77
25994151.13,0.0, 609, 6, 692, 41.07, 9.74
25994151.13,0.0, 610, 5, 692, 41.07, 9.74
25990655.37,0.0, 609, 6, 692, 41.12, 9.76
25990655.37,0.0, 610, 5, 692, 41.12, 9.76
25990332.27,0.0, 612, 3, 692, 41.37, 9.71
25989881.43,0.0, 612, 5, 690, 41.13, 9.76
25986288.11,0.0, 612, 3, 692, 41.42, 9.73
25983625.94,0.0, 606, 3, 698, 41.09, 9.75
25980851.42,0.0, 614, 3, 690, 41.48, 9.75
25978168.72,0.0, 610, 5, 692, 41.09, 9.75
25978168.72,0.0, 609, 6, 692, 41.09, 9.75
25978031.01,0.0, 612, 3, 692, 41.34, 9.7
25974155.65,0.0, 612, 3, 692, 41.39, 9.72
25973746.73,0.0, 612, 5, 690, 41.15, 9.77
25973124.31,0.0, 614, 3, 690, 41.4, 9.72
25968053.51,0.0, 612, 5, 690, 41.02, 9.72
25964863.99,0.0, 612, 5, 690, 41.07, 9.74
25961928.08,0.0, 614, 3, 690, 41.34, 9.7
25961364.95,0.0, 612, 5, 690, 41.12, 9.76
25960927.1,0.0, 614, 3, 690, 41.37, 9.71
25956880.39,0.0, 614, 3, 690, 41.42, 9.73
25948897.2,0.0, 612, 5, 690, 41.09, 9.75
25946036.19,0.0, 609, 6, 692, 41.13, 9.77
25946036.19,0.0, 610, 5, 692, 41.13, 9.77
25938179.56,0.0, 606, 3, 698, 41.13, 9.77
25937177.13,0.0, 612, 3, 692, 41.48, 9.76
25929891.88,0.0, 606, 3, 698, 41.02, 9.73
25929585.25,0.0, 612, 3, 692, 41.4, 9.73
25926562.39,0.0, 606, 3, 698, 41.07, 9.75
25924407.2,0.0, 609, 6, 692, 41.02, 9.73
25924407.2,0.0, 610, 5, 692, 41.02, 9.73
25922923.41,0.0, 606, 3, 698, 41.12, 9.77
25921140.91,0.0, 609, 6, 692, 41.07, 9.75
25921140.91,0.0, 610, 5, 692, 41.07, 9.75
25917565.39,0.0, 610, 5, 692, 41.12, 9.77
25917565.39,0.0, 609, 6, 692, 41.12, 9.77
25917448.29,0.0, 612, 3, 692, 41.37, 9.72
25916796.09,0.0, 612, 5, 690, 41.13, 9.77
25913326.3,0.0, 612, 3, 692, 41.42, 9.74
25910539.54,0.0, 606, 3, 698, 41.09, 9.76
25907817.87,0.0, 614, 3, 690, 41.48, 9.76
25905225.99,0.0, 612, 3, 692, 41.34, 9.71
25905158.65,0.0, 609, 6, 692, 41.09, 9.76
25905158.65,0.0, 610, 5, 692, 41.09, 9.76
25901272.5,0.0, 612, 3, 692, 41.39, 9.73
25900246.51,0.0, 614, 3, 690, 41.4, 9.73
25895208.32,0.0, 612, 5, 690, 41.02, 9.73
25892445.09,0.0, 612, 3, 692, 41.49, 9.77
25891938.51,0.0, 612, 5, 690, 41.07, 9.75
25889189.02,0.0, 614, 3, 690, 41.34, 9.71
25888359.8,0.0, 612, 5, 690, 41.12, 9.77
25888128.05,0.0, 614, 3, 690, 41.37, 9.72
25884003.59,0.0, 614, 3, 690, 41.42, 9.74
25877798.09,0.0, 612, 3, 692, 41.3, 9.7
25875971.88,0.0, 612, 5, 690, 41.09, 9.76
25871968.2,0.0, 614, 3, 690, 41.39, 9.73
25864219.19,0.0, 612, 3, 692, 41.48, 9.77
25863498.25,0.0, 612, 5, 690, 41.06, 9.75
25857045.91,0.0, 606, 3, 698, 41.02, 9.74
25856782.65,0.0, 612, 3, 692, 41.4, 9.74
25853636.49,0.0, 606, 3, 698, 41.07, 9.76
25851637.45,0.0, 610, 5, 692, 41.02, 9.74
25851637.45,0.0, 609, 6, 692, 41.02, 9.74
25848576.34,0.0, 614, 3, 690, 41.3, 9.7
25848291.12,0.0, 609, 6, 692, 41.07, 9.76
25848291.12,0.0, 610, 5, 692, 41.07, 9.76
25844724.27,0.0, 612, 3, 692, 41.37, 9.73
25840524.78,0.0, 612, 3, 692, 41.42, 9.75
25837614.0,0.0, 606, 3, 698, 41.09, 9.77
25834944.9,0.0, 614, 3, 690, 41.48, 9.77
25833546.44,0.0, 612, 3, 692, 41.31, 9.71
25832580.67,0.0, 612, 3, 692, 41.34, 9.72
25832309.11,0.0, 610, 5, 692, 41.09, 9.77
25832309.11,0.0, 609, 6, 692, 41.09, 9.77
25828549.39,0.0, 612, 3, 692, 41.39, 9.74
25827528.72,0.0, 614, 3, 690, 41.4, 9.74
25822523.02,0.0, 612, 5, 690, 41.02, 9.74
25819173.26,0.0, 612, 5, 690, 41.07, 9.76
25816609.45,0.0, 614, 3, 690, 41.34, 9.72
25815488.74,0.0, 614, 3, 690, 41.37, 9.73
25805292.22,0.0, 612, 3, 692, 41.3, 9.71
25803206.86,0.0, 612, 5, 690, 41.09, 9.77
25799329.8,0.0, 614, 3, 690, 41.39, 9.74
25792952.11,0.0, 612, 3, 692, 41.27, 9.7
25784360.1,0.0, 606, 3, 698, 41.02, 9.75
25784139.99,0.0, 612, 3, 692, 41.4, 9.75
25782145.73,0.0, 610, 5, 692, 40.97, 9.73
25780871.11,0.0, 606, 3, 698, 41.07, 9.77
25779027.51,0.0, 609, 6, 692, 41.02, 9.75
25779027.51,0.0, 610, 5, 692, 41.02, 9.75
25776154.87,0.0, 614, 3, 690, 41.3, 9.71
25775601.49,0.0, 609, 6, 692, 41.07, 9.77
25775601.49,0.0, 610, 5, 692, 41.07, 9.77
25772159.93,0.0, 612, 3, 692, 41.37, 9.74
25767883.28,0.0, 612, 3, 692, 41.42, 9.76
25763833.38,0.0, 614, 3, 690, 41.27, 9.7
25760094.78,0.0, 612, 3, 692, 41.34, 9.73
25755986.05,0.0, 612, 3, 692, 41.39, 9.75
25754970.66,0.0, 614, 3, 690, 41.4, 9.75
25749997.33,0.0, 612, 5, 690, 41.02, 9.75
25746567.96,0.0, 612, 5, 690, 41.07, 9.77
25744189.09,0.0, 614, 3, 690, 41.34, 9.73
25743008.91,0.0, 614, 3, 690, 41.37, 9.74
25738729.97,0.0, 614, 3, 690, 41.42, 9.76
25736516.98,0.0, 612, 3, 692, 41.25, 9.7
25732945.34,0.0, 612, 3, 692, 41.3, 9.72
25726850.96,0.0, 614, 3, 690, 41.39, 9.75
25720683.96,0.0, 612, 3, 692, 41.27, 9.71
25711834.19,0.0, 606, 3, 698, 41.02, 9.76
25711657.0,0.0, 612, 3, 692, 41.4, 9.76
25707466.77,0.0, 614, 3, 690, 41.25, 9.7
25706577.12,0.0, 609, 6, 692, 41.02, 9.76
25706577.12,0.0, 610, 5, 692, 41.02, 9.76
25704796.0,0.0, 612, 3, 692, 41.29, 9.72
25703892.19,0.0, 614, 3, 690, 41.3, 9.72
25699755.0,0.0, 612, 3, 692, 41.37, 9.75
25695401.54,0.0, 612, 3, 692, 41.42, 9.77
25691649.34,0.0, 614, 3, 690, 41.27, 9.71
25687768.06,0.0, 612, 3, 692, 41.34, 9.74
25683582.2,0.0, 612, 3, 692, 41.39, 9.76
25682572.06,0.0, 614, 3, 690, 41.4, 9.76
25677630.98,0.0, 612, 5, 690, 41.02, 9.76
25671927.68,0.0, 614, 3, 690, 41.34, 9.74
25670688.3,0.0, 614, 3, 690, 41.37, 9.75
25666332.61,0.0, 614, 3, 690, 41.42, 9.77
25666314.93,0.0, 614, 1, 692, 41.48, 9.7
25664406.96,0.0, 612, 3, 692, 41.25, 9.71
25660757.18,0.0, 612, 3, 692, 41.3, 9.73
25648574.29,0.0, 612, 3, 692, 41.27, 9.72
25639467.91,0.0, 606, 3, 698, 41.02, 9.77
25639333.41,0.0, 612, 3, 692, 41.4, 9.77
25635440.65,0.0, 614, 3, 690, 41.25, 9.71
25634286.02,0.0, 609, 6, 692, 41.02, 9.77
25634286.02,0.0, 610, 5, 692, 41.02, 9.77
25631788.03,0.0, 614, 3, 690, 41.3, 9.73
25627509.23,0.0, 612, 3, 692, 41.37, 9.76
25623843.22,0.0, 609, 2, 696, 41.42, 9.7
25623843.22,0.0, 610, 1, 696, 41.42, 9.7
25619623.57,0.0, 614, 3, 690, 41.27, 9.72
25615600.23,0.0, 612, 3, 692, 41.34, 9.75
25610332.67,0.0, 614, 3, 690, 41.4, 9.77
25605423.71,0.0, 612, 5, 690, 41.02, 9.77
25602454.59,0.0, 604, 1, 702, 41.48, 9.72
25599824.96,0.0, 614, 3, 690, 41.34, 9.75
25598592.54,0.0, 603, 1, 703, 41.48, 9.72
25598526.63,0.0, 614, 3, 690, 41.37, 9.76
25594383.52,0.0, 614, 1, 692, 41.48, 9.71
25584402.54,0.0, 609, 1, 697, 41.4, 9.7
25576622.82,0.0, 612, 3, 692, 41.27, 9.73
25567905.68,0.0, 609, 2, 696, 41.4, 9.7
25567905.68,0.0, 610, 1, 696, 41.4, 9.7
25555422.34,0.0, 612, 3, 692, 41.37, 9.77
25551933.07,0.0, 609, 2, 696, 41.42, 9.71
25551933.07,0.0, 610, 1, 696, 41.42, 9.71
25550869.86,0.0, 608, 1, 698, 41.42, 9.71
25547755.79,0.0, 614, 3, 690, 41.27, 9.73
25543700.74,0.0, 606, 1, 700, 41.42, 9.71
25543591.03,0.0, 612, 3, 692, 41.34, 9.76
25539975.08,0.0, 610, 1, 696, 41.39, 9.7
25530688.05,0.0, 604, 1, 702, 41.48, 9.73
25527880.64,0.0, 614, 3, 690, 41.34, 9.76
25526860.23,0.0, 603, 1, 703, 41.48, 9.73
25522609.89,0.0, 614, 1, 692, 41.48, 9.72
25520661.02,0.0, 612, 3, 692, 41.25, 9.73
25516855.99,0.0, 612, 3, 692, 41.3, 9.75
25504829.29,0.0, 612, 3, 692, 41.27, 9.74
25500628.68,0.0, 609, 1, 697, 41.37, 9.7
25498789.02,0.0, 614, 1, 692, 41.42, 9.7
25496152.51,0.0, 610, 1, 696, 41.4, 9.71
25496152.51,0.0, 609, 2, 696, 41.4, 9.71
25495094.0,0.0, 608, 1, 698, 41.4, 9.71
25491861.91,0.0, 614, 3, 690, 41.25, 9.73
25488054.19,0.0, 614, 3, 690, 41.3, 9.75
25487944.35,0.0, 606, 1, 700, 41.4, 9.71
25484190.13,0.0, 610, 1, 696, 41.37, 9.7
25484190.13,0.0, 609, 2, 696, 41.37, 9.7
25483830.23,0.0, 612, 3, 692, 41.16, 9.7
25480180.91,0.0, 609, 2, 696, 41.42, 9.72
25480180.91,0.0, 610, 1, 696, 41.42, 9.72
25479158.54,0.0, 608, 1, 698, 41.42, 9.72
25476045.75,0.0, 614, 3, 690, 41.27, 9.74
25473002.32,0.0, 612, 3, 692, 41.31, 9.76
25472055.63,0.0, 606, 1, 700, 41.42, 9.72
25471740.19,0.0, 612, 3, 692, 41.34, 9.77
25468300.3,0.0, 610, 1, 696, 41.39, 9.71
25460104.2,0.0, 606, 1, 700, 41.39, 9.71
25459079.0,0.0, 604, 1, 702, 41.48, 9.74
25455881.97,0.0, 612, 3, 692, 41.15, 9.7
25455285.3,0.0, 603, 1, 703, 41.48, 9.74
25455086.67,0.0, 614, 3, 690, 41.16, 9.7
25450993.77,0.0, 614, 1, 692, 41.48, 9.73
25445142.42,0.0, 612, 3, 692, 41.3, 9.76
25443149.9,0.0, 614, 1, 692, 41.4, 9.7
25435320.55,0.0, 604, 1, 702, 41.42, 9.72
25433193.44,0.0, 612, 3, 692, 41.27, 9.75
25431489.61,0.0, 603, 1, 703, 41.42, 9.72
25429059.87,0.0, 609, 1, 697, 41.37, 9.71
25427327.11,0.0, 614, 1, 692, 41.42, 9.71
25427172.31,0.0, 614, 3, 690, 41.15, 9.7
25424970.05,0.0, 609, 1, 697, 41.42, 9.73
25424556.98,0.0, 609, 2, 696, 41.4, 9.72
25424556.98,0.0, 610, 1, 696, 41.4, 9.72
25423539.21,0.0, 608, 1, 698, 41.4, 9.72
25416455.63,0.0, 606, 1, 700, 41.4, 9.72
25416424.0,0.0, 614, 3, 690, 41.3, 9.76
25415368.3,0.0, 614, 1, 692, 41.39, 9.7
25412671.91,0.0, 609, 2, 696, 41.37, 9.71
25412671.91,0.0, 610, 1, 696, 41.37, 9.71
25411620.42,0.0, 608, 1, 698, 41.37, 9.71
25408586.46,0.0, 610, 1, 696, 41.42, 9.73
25408586.46,0.0, 609, 2, 696, 41.42, 9.73
25407604.77,0.0, 608, 1, 698, 41.42, 9.73
25404499.9,0.0, 606, 1, 700, 41.37, 9.71
25404493.18,0.0, 614, 3, 690, 41.27, 9.75
25400703.08,0.0, 610, 1, 696, 41.34, 9.7
25400567.85,0.0, 606, 1, 700, 41.42, 9.73
25400062.05,0.0, 612, 3, 692, 41.13, 9.7
25396782.98,0.0, 609, 2, 696, 41.39, 9.72
25392276.23,0.0, 612, 2, 693, 41.37, 9.7
25387627.19,0.0, 604, 1, 702, 41.48, 9.75
25384558.25,0.0, 612, 3, 692, 41.15, 9.71
25383867.49,0.0, 603, 1, 703, 41.48, 9.75
25379811.61,0.0, 604, 1, 702, 41.4, 9.72
25379534.91,0.0, 614, 1, 692, 41.48, 9.74
25377545.46,0.0, 612, 3, 692, 41.25, 9.75
25375991.0,0.0, 603, 1, 703, 41.4, 9.72
25373586.52,0.0, 612, 3, 692, 41.3, 9.77
25372190.36,0.0, 612, 3, 692, 41.12, 9.7
25371843.92,0.0, 614, 1, 692, 41.4, 9.71
25369463.79,0.0, 609, 1, 697, 41.4, 9.73
25364022.5,0.0, 604, 1, 702, 41.42, 9.73
25361715.0,0.0, 612, 3, 692, 41.27, 9.76
25360225.56,0.0, 603, 1, 703, 41.42, 9.73
25359880.9,0.0, 614, 1, 692, 41.37, 9.7
25357648.31,0.0, 609, 1, 697, 41.37, 9.72
25356021.95,0.0, 614, 1, 692, 41.42, 9.72
25355931.52,0.0, 614, 3, 690, 41.15, 9.71
25353482.56,0.0, 609, 1, 697, 41.42, 9.74
25353118.83,0.0, 609, 2, 696, 41.4, 9.73
25353118.83,0.0, 610, 1, 696, 41.4, 9.73
25352141.64,0.0, 608, 1, 698, 41.4, 9.73
25348912.74,0.0, 614, 3, 690, 41.25, 9.75
25348279.56,0.0, 603, 1, 703, 41.39, 9.72
25345123.9,0.0, 606, 1, 700, 41.4, 9.73
25344951.26,0.0, 614, 3, 690, 41.3, 9.77
25343582.21,0.0, 614, 3, 690, 41.12, 9.7
25341748.55,0.0, 609, 1, 697, 41.39, 9.73
25341310.8,0.0, 609, 2, 696, 41.37, 9.72
25341310.8,0.0, 610, 1, 696, 41.37, 9.72
25340299.91,0.0, 608, 1, 698, 41.37, 9.72
25337149.47,0.0, 610, 1, 696, 41.42, 9.74
25337149.47,0.0, 609, 2, 696, 41.42, 9.74
25336208.3,0.0, 608, 1, 698, 41.42, 9.74
25333245.23,0.0, 606, 1, 700, 41.37, 9.72
25333097.82,0.0, 614, 3, 690, 41.27, 9.76
25329419.14,0.0, 610, 1, 696, 41.34, 9.71
25329237.14,0.0, 606, 1, 700, 41.42, 9.74
25328894.73,0.0, 612, 3, 692, 41.13, 9.71
25328374.65,0.0, 608, 1, 698, 41.34, 9.71
25325422.86,0.0, 609, 2, 696, 41.39, 9.73
25321283.18,0.0, 606, 1, 700, 41.34, 9.71
25316332.35,0.0, 604, 1, 702, 41.48, 9.76
25313390.93,0.0, 612, 3, 692, 41.15, 9.72
25312606.52,0.0, 603, 1, 703, 41.48, 9.76
25308669.16,0.0, 604, 1, 702, 41.4, 9.73
25308233.04,0.0, 614, 1, 692, 41.48, 9.75
25304882.47,0.0, 603, 1, 703, 41.4, 9.73
25301101.12,0.0, 612, 3, 692, 41.12, 9.71
25300694.35,0.0, 614, 1, 692, 41.4, 9.72
25300335.51,0.0, 614, 3, 690, 41.13, 9.71
25296737.46,0.0, 604, 1, 702, 41.37, 9.72
25292932.3,0.0, 603, 1, 703, 41.37, 9.72
25292880.92,0.0, 604, 1, 702, 41.42, 9.74
25290393.7,0.0, 612, 3, 692, 41.27, 9.77
25289117.86,0.0, 603, 1, 703, 41.42, 9.74
25288808.28,0.0, 614, 1, 692, 41.37, 9.71
25286393.73,0.0, 609, 1, 697, 41.37, 9.73
25284873.28,0.0, 614, 1, 692, 41.42, 9.73
25282152.38,0.0, 609, 1, 697, 41.42, 9.75
25281837.78,0.0, 609, 2, 696, 41.4, 9.74
25281837.78,0.0, 610, 1, 696, 41.4, 9.74
25280901.03,0.0, 608, 1, 698, 41.4, 9.74
25277248.68,0.0, 603, 1, 703, 41.39, 9.73
25276839.05,0.0, 614, 1, 692, 41.34, 9.7
25273948.88,0.0, 606, 1, 700, 41.4, 9.74
25272748.7,0.0, 604, 1, 702, 41.49, 9.77
25272575.62,0.0, 614, 3, 690, 41.12, 9.71
25270106.55,0.0, 609, 2, 696, 41.37, 9.73
25270106.55,0.0, 610, 1, 696, 41.37, 9.73
25269136.1,0.0, 608, 1, 698, 41.37, 9.73
25265869.66,0.0, 609, 2, 696, 41.42, 9.75
25265869.66,0.0, 610, 1, 696, 41.42, 9.75
25264968.86,0.0, 608, 1, 698, 41.42, 9.75
25262147.03,0.0, 606, 1, 700, 41.37, 9.73
25260221.17,0.0, 614, 3, 690, 41.09, 9.7
25258291.82,0.0, 609, 2, 696, 41.34, 9.72
25258291.82,0.0, 610, 1, 696, 41.34, 9.72
25258063.23,0.0, 606, 1, 700, 41.42, 9.75
25257883.46,0.0, 612, 3, 692, 41.13, 9.72
25257287.78,0.0, 608, 1, 698, 41.34, 9.72
25254219.69,0.0, 609, 2, 696, 41.39, 9.74
25253285.13,0.0, 608, 1, 698, 41.39, 9.74
25253069.99,0.0, 614, 1, 692, 41.46, 9.75
25250261.91,0.0, 606, 1, 700, 41.34, 9.72
25246393.73,0.0, 610, 1, 696, 41.31, 9.71
25245194.22,0.0, 604, 1, 702, 41.48, 9.77
25242379.74,0.0, 612, 3, 692, 41.15, 9.73
25241598.49,0.0, 614, 3, 690, 41.16, 9.73
25241502.15,0.0, 603, 1, 703, 41.48, 9.77
25237682.84,0.0, 604, 1, 702, 41.4, 9.74
25237087.89,0.0, 614, 1, 692, 41.48, 9.76
25235058.18,0.0, 612, 3, 692, 41.25, 9.77
25233929.95,0.0, 603, 1, 703, 41.4, 9.74
25233213.76,0.0, 612, 3, 692, 41.07, 9.7
25230167.78,0.0, 612, 3, 692, 41.12, 9.72
25229700.93,0.0, 614, 1, 692, 41.4, 9.73
25225827.87,0.0, 604, 1, 702, 41.37, 9.73
25222056.52,0.0, 603, 1, 703, 41.37, 9.73
25221895.55,0.0, 604, 1, 702, 41.42, 9.75
25218166.25,0.0, 603, 1, 703, 41.42, 9.75
25217891.57,0.0, 614, 1, 692, 41.37, 9.72
25217872.71,0.0, 612, 3, 692, 41.09, 9.71
25213918.25,0.0, 614, 3, 690, 41.15, 9.73
25213889.97,0.0, 604, 1, 702, 41.34, 9.72
25213880.83,0.0, 614, 1, 692, 41.42, 9.74
25210713.58,0.0, 609, 2, 696, 41.4, 9.75
25210713.58,0.0, 610, 1, 696, 41.4, 9.75
25210680.92,0.0, 606, 1, 700, 41.3, 9.71
25210100.22,0.0, 603, 1, 703, 41.34, 9.72
25209817.1,0.0, 608, 1, 698, 41.4, 9.75
25206785.69,0.0, 609, 2, 696, 41.27, 9.7
25206785.69,0.0, 610, 1, 696, 41.27, 9.7
25206591.01,0.0, 614, 3, 690, 41.25, 9.77
25206373.64,0.0, 603, 1, 703, 41.39, 9.74
25205999.17,0.0, 614, 1, 692, 41.34, 9.71
